gene_id	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
CCDC151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC152	81	31	33	248	120	0	124	124	136	76	49	273	66	122	249	797	8	140	40	35	64	75
CCDC153	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0
CCDC154	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0
CCDC155	7	0	4	0	7	0	0	0	0	0	0	0	9	0	0	21	0	0	0	0	0	2
CCDC157	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	29	0	0	0	0	0	1
CCDC158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CCDC159	15	11	15	18	13	0	24	11	11	13	10	43	43	19	44	53	9	1	4	7	8	7
CCDC160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC162P	11	7	0	4	0	0	0	0	1	3	0	14	3	0	4	4	5	18	0	0	0	0
CCDC163	6	41	4	0	2	0	0	21	10	16	14	39	26	14	8	61	15	41	10	24	11	28
CCDC166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC167	53	49	39	63	16	0	36	36	119	58	54	137	67	121	139	319	6	56	39	105	40	77
CCDC168	0	0	0	0	0	0	0	34	1	0	0	0	38	0	0	0	0	0	13	0	1	6
CCDC169	29	2	54	18	36	0	16	7	32	20	17	6	8	10	33	174	8	25	8	27	11	34
CCDC169-SOHLH2	3	27	40	0	0	0	18	12	35	0	0	0	0	0	3	0	3	0	0	44	7	0
CCDC17	4	0	0	0	3	0	0	1	4	0	0	0	0	0	0	2	0	0	2	0	0	2
CCDC170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CCDC171	16	5	3	12	2	0	0	0	0	0	2	0	0	25	0	73	3	1	27	0	0	0
CCDC172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC173	26	39	28	81	36	0	81	66	115	28	18	11	23	6	55	0	35	21	17	17	5	4
CCDC174	165	204	184	174	139	0	96	152	246	88	60	219	215	312	272	826	101	232	74	190	110	198
CCDC175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
CCDC179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC18	902	511	489	830	382	0	680	422	411	338	143	613	375	500	870	1410	218	373	140	595	165	257
CCDC18-AS1	720	638	333	607	421	0	404	736	651	445	161	601	390	470	512	1104	752	549	286	239	257	553
CCDC180	0	0	6	0	0	0	0	0	0	4	5	0	0	0	4	0	0	0	0	0	0	0
CCDC181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC183	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0
CCDC183-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CCDC184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC186	120	108	98	80	187	0	271	234	127	72	23	143	80	74	107	231	47	218	73	113	23	66
CCDC187	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC189	3	0	2	2	4	0	5	5	7	2	0	8	5	0	0	1	5	1	1	0	5	5
CCDC190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC191	8	14	0	0	0	0	1	0	0	11	0	2	5	0	0	0	0	0	0	46	2	1
CCDC192	5	2	1	0	2	0	5	6	7	3	0	0	7	0	11	8	9	5	0	0	0	4
CCDC196	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC22	31	0	2	28	12	0	3	13	19	25	10	115	7	0	43	125	13	28	8	9	2	20
CCDC24	0	8	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CCDC25	250	131	139	211	167	0	78	279	233	77	87	254	132	330	307	1325	195	226	101	287	151	213
CCDC26	119	134	60	142	142	0	34	83	148	92	29	370	103	118	66	549	46	140	138	74	79	129
CCDC27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CCDC28A	440	314	269	330	236	0	213	381	449	247	132	354	233	513	248	1380	263	332	126	537	141	311
CCDC28B	66	20	71	53	60	0	66	62	119	22	61	110	39	90	154	250	26	102	33	163	36	49
CCDC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC30	28	0	10	2	0	0	39	14	30	2	1	0	0	0	0	0	0	0	0	5	2	4
CCDC32	195	153	52	88	122	0	94	79	212	103	52	255	136	191	191	566	143	213	145	75	49	173
CCDC33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC34	37	23	31	64	7	0	51	42	29	14	26	76	39	75	31	217	27	34	29	46	29	38
CCDC36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC37-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC38	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC39	0	0	0	0	0	0	0	0	4	1	0	1	0	0	3	8	0	0	1	0	0	0
CCDC40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC43	147	167	59	190	97	0	165	173	270	213	82	306	101	170	279	1305	74	237	65	234	109	198
CCDC47	734	479	315	166	323	0	148	567	898	269	91	442	350	567	313	1697	270	381	352	548	279	564
CCDC50	293	196	213	359	179	0	135	398	389	154	148	359	278	317	349	1159	178	254	151	388	160	416
CCDC51	112	49	15	58	79	0	43	35	116	81	7	101	101	89	72	401	13	34	44	161	33	47
CCDC54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC57	1	13	4	5	2	0	3	3	1	15	0	15	3	18	4	56	10	11	18	0	0	0
CCDC58	126	154	92	134	118	0	68	128	258	97	52	180	116	164	116	828	80	112	52	151	88	171
CCDC59	100	70	94	313	171	0	77	125	220	97	21	171	139	165	177	1038	44	67	94	373	38	76
CCDC6	75	52	35	47	103	0	63	57	127	28	26	93	57	62	54	330	63	67	40	4	13	33
CCDC60	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CCDC61	6	15	0	2	3	0	0	1	1	1	3	30	9	0	10	0	10	8	7	0	2	3
CCDC62	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	43	0	0	0	0	0	0
CCDC63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC65	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC66	312	59	130	395	225	0	361	257	399	77	115	314	160	131	247	647	99	231	93	44	84	148
CCDC68	0	0	19	0	18	0	0	0	0	0	0	22	7	35	0	62	0	0	17	0	0	9
CCDC69	20	29	0	10	1	0	13	16	17	12	1	5	10	32	3	48	0	14	9	19	4	2
CCDC7	8	85	32	76	27	0	64	23	24	27	0	0	39	55	28	1	15	37	11	0	3	7
CCDC70	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC71	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CCDC71L	94	109	58	99	103	1	71	182	215	26	23	92	71	109	15	815	59	124	46	148	18	49
CCDC73	2	1	0	2	2	0	0	2	2	2	0	0	0	1	1	0	2	0	0	5	0	0
CCDC74A	43	46	100	33	15	0	19	39	45	31	26	30	41	31	6	59	17	17	27	0	5	11
CCDC74B	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCDC77	84	118	88	107	126	0	94	203	207	42	31	82	45	100	30	348	5	176	16	34	53	114
CCDC78	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CCDC8	0	5	3	1	0	0	3	5	4	3	5	14	8	17	4	34	0	0	0	0	1	0
CCDC80	47	20	38	12	13	0	17	10	0	4	10	1	0	112	6	115	4	15	0	0	1	4
CCDC81	0	0	0	0	24	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC82	556	519	404	417	454	0	130	560	976	161	108	778	243	300	358	1612	88	596	155	322	198	312
CCDC83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC84	24	47	18	45	11	0	22	0	58	6	9	69	54	33	70	140	25	20	6	17	10	36
CCDC85A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC85B	57	106	61	47	42	1	52	43	84	60	31	204	70	45	128	250	33	80	38	73	5	18
CCDC85C	2	0	0	32	15	0	0	0	4	8	0	4	0	0	1	27	0	4	2	0	1	3
CCDC86	27	40	70	33	17	0	35	34	58	56	25	79	91	37	79	168	36	57	24	0	10	48
CCDC87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC88A	290	475	368	416	204	0	196	431	686	272	132	637	355	251	375	2045	265	601	164	151	55	122
CCDC88B	14	10	2	28	6	0	5	5	30	21	8	5	21	15	5	85	10	14	3	0	3	8
CCDC88C	7	1	2	12	11	0	15	0	6	2	6	1	13	3	1	4	10	15	16	3	1	7
CCDC89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC9	9	16	58	12	24	0	22	19	51	28	6	5	32	38	54	62	5	22	2	0	6	25
CCDC90B	997	636	643	777	797	0	378	1234	673	300	220	930	314	723	927	4048	540	374	452	665	275	382
CCDC91	508	85	250	329	288	0	170	268	358	282	63	366	165	152	333	964	276	388	92	317	84	165
CCDC92	13	16	15	38	25	0	9	27	18	22	32	61	50	15	78	24	0	62	10	21	6	26
CCDC92B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC93	64	0	153	18	49	0	30	46	53	15	9	31	53	32	182	445	27	138	87	115	13	35
CCDC94	30	7	35	28	11	0	13	19	69	22	31	32	38	9	67	263	3	30	13	83	9	29
CCDC96	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	39	0	0	9	0	1	0
CCDC97	12	4	14	16	11	0	17	12	43	10	9	9	31	63	25	19	4	11	7	59	3	8
CCEPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
CCER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCER2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCHCR1	21	3	56	25	24	0	15	36	66	6	14	87	26	47	72	231	11	55	6	19	2	20
CCIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCKAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCKBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15-CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL2	4	1	0	0	0	0	1	1	0	6	0	0	0	36	0	48	54	14	0	8	1	0
CCL20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCL25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL26	5	3	0	0	0	0	0	0	0	3	1	5	1	0	5	0	0	0	0	0	1	2
CCL27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCL4L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCL5	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0
CCL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCM2	60	65	42	46	38	0	7	31	149	30	34	108	65	26	155	318	38	36	21	45	11	64
CCM2L	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
CCNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
CCNA2	667	230	257	348	538	0	83	407	378	244	127	592	404	498	380	2307	206	330	368	318	308	720
CCNB1	3441	1244	1652	1232	2544	0	1013	1676	1429	954	452	4034	1814	2002	2328	6317	681	1980	1106	3684	369	678
CCNB1IP1	113	184	179	145	173	0	186	183	258	186	39	82	145	158	214	933	115	142	147	169	124	262
CCNB2	1896	523	758	675	1268	0	608	1280	1026	833	262	2828	1314	1104	1447	3636	483	1065	464	2004	538	1036
CCNB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNC	385	362	334	636	552	0	319	561	646	240	127	811	435	607	737	2263	308	530	318	782	267	486
CCND1	0	14	8	0	7	0	0	16	5	7	2	17	12	35	21	64	0	15	22	0	1	11
CCND2	89	72	88	193	60	1	111	132	241	99	37	139	92	57	120	508	6	89	24	112	96	235
CCND2-AS1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
CCND3	534	415	260	435	509	2	279	349	663	306	211	731	608	727	975	2661	362	682	192	904	192	723
CCNDBP1	786	525	502	656	741	0	497	756	793	525	192	882	682	849	1348	2742	421	760	296	1466	325	655
CCNE1	37	93	30	44	20	0	17	28	40	72	21	77	29	34	91	633	25	44	10	0	44	163
CCNE2	115	61	124	81	90	0	73	127	13	31	25	54	42	0	71	511	103	73	21	97	123	273
CCNF	38	32	33	55	61	0	28	15	20	26	27	34	59	3	14	37	0	48	39	22	5	57
CCNG1	1873	1367	1077	1496	1420	0	1276	1864	1657	770	382	2204	1056	1700	1378	5555	650	1457	697	1797	594	1021
CCNG2	23	0	11	0	9	0	29	25	0	0	1	0	4	0	44	21	4	0	0	14	1	11
CCNH	1122	1235	974	1097	1050	0	755	1434	1700	644	332	1448	498	610	1407	5564	350	1065	633	1380	601	1043
CCNI	395	240	160	360	224	0	217	237	331	199	132	204	144	342	215	1121	88	282	141	398	35	70
CCNI2	0	0	0	0	0	0	0	1	0	0	0	0	15	13	0	0	0	0	0	0	0	0
CCNJ	16	3	29	58	10	0	0	40	3	12	2	0	10	0	1	157	2	16	4	34	4	14
CCNJL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNK	88	41	71	29	57	0	46	53	96	63	31	140	58	76	52	386	24	54	29	67	9	27
CCNL1	353	261	314	287	119	0	128	221	352	189	77	418	195	288	202	721	91	401	126	346	56	176
CCNL2	386	175	174	304	125	0	202	153	243	223	153	238	245	150	299	1020	126	184	131	263	94	240
CCNO	4	0	8	5	0	0	0	0	0	2	2	0	7	0	6	10	0	0	0	0	0	2
CCNQ	65	46	37	42	40	0	90	33	123	31	47	23	55	3	1	299	27	94	26	137	19	35
CCNT1	157	97	147	165	183	0	28	117	239	174	41	119	63	82	86	616	89	158	72	394	38	93
CCNT2	183	6	0	74	66	0	159	164	188	84	98	226	64	135	237	753	129	51	112	177	44	124
CCNT2-AS1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CCNY	129	59	45	116	130	0	71	132	299	155	82	315	118	143	129	687	27	143	97	131	21	67
CCNYL1	26	0	20	62	8	0	12	29	0	0	0	35	0	54	45	27	0	2	5	40	3	5
CCNYL2	88	12	13	23	0	0	0	4	0	0	4	15	3	0	0	0	0	0	0	35	2	20
CCP110	216	25	40	89	162	0	142	263	518	7	38	85	60	64	30	500	169	314	13	168	26	26
CCPG1	2573	1313	1004	2350	1844	0	897	2705	3674	740	599	3128	1895	2453	2613	10111	775	1454	1172	2821	327	673
CCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR10	8	4	6	15	3	0	5	4	6	4	3	44	8	7	15	80	0	7	0	9	2	6
CCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR7	0	0	0	0	14	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
CCR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCRL2	46	11	28	7	32	0	50	30	71	49	21	39	34	49	20	357	14	36	5	103	13	20
CCS	118	60	75	117	119	0	94	64	179	90	37	211	111	87	227	399	71	64	34	185	24	104
CCSAP	38	24	10	8	32	0	44	81	10	1	7	11	29	27	106	18	4	56	33	40	5	23
CCSER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCSER2	198	110	34	78	209	1	110	80	192	27	68	238	65	58	127	643	102	48	37	55	24	79
CCT2	1639	1301	888	1333	1331	2	976	1102	1292	1126	505	1712	1159	1727	2025	6532	668	1223	773	2930	636	1378
CCT3	1220	1002	859	656	694	0	665	778	1470	546	524	1517	637	1530	1479	4294	585	869	541	1092	438	1096
CCT4	2243	1810	1613	1894	2046	2	1507	2269	2376	1478	799	2568	1730	3295	2192	8848	849	2338	1199	2776	557	1236
CCT5	4413	2780	2785	3826	3626	6	2953	3108	5539	2830	1848	4986	3308	5238	6374	17075	1768	3971	1830	5524	1740	3749
CCT6A	2448	1650	2256	2525	1974	1	1753	2407	3033	1456	833	3554	1840	2464	3125	10984	1088	1747	1323	3064	1078	2181
CCT6B	0	0	26	0	9	0	0	0	37	0	9	43	0	59	0	149	0	0	0	0	17	14
CCT6P1	46	23	3	28	16	0	3	13	33	5	4	25	24	26	29	224	2	25	9	5	5	13
CCT6P3	28	24	9	20	29	1	17	29	21	4	10	22	35	14	15	51	0	12	22	25	5	31
CCT7	1215	1006	1034	833	1124	1	993	792	1772	784	571	1658	1292	2059	1594	4803	574	1395	673	2240	493	1228
CCT8	7487	5239	3973	5316	5007	3	3999	6815	7849	3810	1801	4717	3359	5872	6126	22107	3789	6419	2882	8142	1871	3866
CCT8L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCZ1	208	208	213	216	246	0	213	288	319	228	129	400	264	417	475	1476	140	294	144	436	94	254
CCZ1B	218	143	196	214	156	0	145	217	334	186	84	305	232	178	241	1100	85	192	30	305	55	227
CCZ1P-OR7E38P	59	61	23	48	29	0	36	14	83	53	32	53	32	98	94	399	31	26	25	48	63	112
CD101	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD109	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	1
CD151	18	25	35	31	14	0	15	21	32	25	24	41	29	32	65	218	10	27	18	37	13	95
CD160	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	15	0	0
CD163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD163L1	11	23	24	36	14	0	12	11	14	19	5	15	28	40	24	131	7	47	4	12	12	17
CD164	2750	1931	2002	4508	4569	2	3294	3603	4065	1790	828	8115	2713	3959	3802	20267	589	2491	1504	4640	1201	2248
CD164L2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	6	0	0	0
CD177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
CD180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD19	2	5	7	14	0	0	6	0	5	6	10	14	13	0	0	50	6	6	2	13	1	6
CD1A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CD1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD200R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
CD200R1L	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
CD207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD209	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD22	0	12	0	0	3	0	10	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
CD226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
CD24	481	300	36	631	89	0	213	635	179	92	45	767	167	407	313	4564	196	119	228	292	86	191
CD244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD247	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
CD248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD27-AS1	12	2	6	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD274	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2
CD276	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	0	3	0	0	0	0	0
CD28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2AP	238	183	132	192	150	0	91	227	229	119	51	249	207	249	219	662	35	157	84	335	66	190
CD2BP2	37	22	64	77	20	0	32	46	68	27	20	30	48	62	104	70	22	16	32	41	14	43
CD300A	7	0	2	5	7	0	0	8	24	0	30	18	72	39	0	0	0	22	5	2	1	0
CD300C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD300E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300LB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CD300LD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300LF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD300LG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD302	37	0	20	0	0	0	0	1	39	7	0	0	0	0	0	3	0	38	13	18	0	0
CD320	65	34	41	82	70	0	70	67	81	48	36	144	31	82	29	506	29	82	60	111	30	73
CD33	262	135	158	268	158	0	152	135	177	128	83	382	171	301	233	1155	125	371	87	142	36	69
CD34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10
CD37	1	5	3	4	3	0	2	2	9	5	0	14	3	0	7	12	0	3	0	0	2	3
CD38	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CD3D	76	45	51	40	86	0	82	60	159	20	24	94	23	84	44	395	53	151	36	70	22	57
CD3E	0	0	4	0	0	0	0	0	0	9	0	0	16	0	0	0	0	7	0	0	0	1
CD3EAP	4	27	17	13	6	0	12	4	3	11	1	1	3	4	14	115	3	1	9	0	2	9
CD3G	4	0	0	0	0	0	0	13	7	1	0	22	0	30	0	0	6	24	0	0	1	2
CD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD40	28	14	3	2	27	0	29	12	9	3	1	0	11	42	16	37	0	0	7	0	2	8
